SITE;ARTIKEL;ZALOGA
1735;242198;9
1735;415746;7
1735;623320;37
1735;468672;6
1735;239007;20
1735;342784;5
1735;705539;6
1735;637251;31
1735;167203;3
1735;340133;14
1735;660729;0
1735;321425;11
1735;653129;5
1735;510514;0
1735;322502;8
1735;653149;0
1735;145775;1
1735;448626;1
1735;625683;6
1735;625698;5
1735;511451;8
1735;468654;6
1735;652924;6
1735;527223;10
1735;439908;2
1735;668447;0
1735;516854;9
1735;499287;16
1735;499000;35
1735;638085;12
1735;447336;5
1735;499260;22
1735;459171;5
1735;320123;21
1735;683295;0
1735;474555;5
1735;470237;29
1735;520163;5
1735;125872;10
1735;240158;5
1735;335918;6
1735;523792;0
1735;470410;8
1735;478400;11
1735;210057;14
1735;623295;42
1735;281429;31
1735;125881;11
1735;605775;0
1735;418342;0
1735;253270;10
1735;468717;4
1735;623305;15
1735;524633;4
1735;321416;10
1735;125677;11
1735;580975;6
1735;478935;14
1735;459192;16
1735;208481;10
1735;340702;9
1735;132653;8
1735;623315;27
1735;499296;15
1735;686689;0
1735;669049;0
1735;441238;12
1735;253623;66
1735;264345;38
1735;560269;9
1735;610065;0
1735;192239;10
1735;511421;3
1735;652954;0
1735;465559;4
1735;470674;44
1735;460022;10
1735;335927;7
1735;511436;0
1735;98736;0
1735;188837;0
1735;668427;3
1735;674915;0
1735;308093;0
1735;668417;17
1735;625708;4
1735;485460;-8
1735;411226;16
1735;638075;5
1735;515951;14
1735;342975;7
1735;653139;8
1735;296251;32
1735;462826;10
1735;125205;12
1735;653119;3
1735;642355;0
1735;499269;14
1735;625688;5
1735;676849;0
1735;470419;12
1735;468793;4
1735;240805;0
1735;125809;6
1735;625713;6
1735;264336;31
1735;192257;18
1735;683305;6
1735;298979;9
1735;447327;15
1735;468690;5
1735;447345;3
1735;219565;0
1735;130295;18
1735;125932;6
1735;625678;5
1735;625738;3
1735;192221;3
1735;511480;13
1735;703309;0
1735;478391;15
1735;125791;9
1735;653159;7
1735;241286;0
1735;477162;6
1735;112993;5
1735;459078;11
1735;639603;0
1875;298979;68
1875;653149;7
1875;638085;35
1875;625718;6
1875;322502;4
1875;705519;0
1875;125809;9
1875;292796;15
1875;470410;4
1875;283096;7
1875;683863;0
1875;264345;65
1875;524633;19
1875;516854;14
1875;459078;79
1875;650781;4
1875;418342;0
1875;604555;0
1875;642350;6
1875;478391;8
1875;653139;0
1875;686689;0
1875;177262;7
1875;167203;3
1875;511436;33
1875;499260;22
1875;418197;4
1875;625738;8
1875;705569;7
1875;674925;14
1875;668417;0
1875;474555;16
1875;447336;18
1875;447327;20
1875;499269;10
1875;478935;11
1875;520163;8
1875;125932;40
1875;468708;2
1875;176563;7
1875;238847;5
1875;510514;0
1875;308093;0
1875;605755;5
1875;679235;0
1875;673158;0
1875;487318;0
1875;342784;6
1875;441238;13
1875;188837;3
1875;511397;53
1875;520172;14
1875;459171;10
1875;703309;2
1875;449881;23
1875;673128;0
1875;264336;51
1875;411226;18
1875;642355;-3
1875;623305;11
1875;192239;36
1875;672477;0
1875;465559;7
1875;669049;61
1875;683853;0
1875;499287;12
1875;515951;2
1875;253623;33
1875;130295;7
1875;321425;0
1875;401524;9
1875;680699;9
1875;478921;13
1875;335485;61
1875;447345;12
1875;674915;11
1875;335918;4
1875;653119;6
1875;499305;5
1875;621660;20
1875;683409;0
1875;240158;8
1875;340133;10
1875;653159;7
1875;625688;17
1875;703289;33
2072;238847;19
2072;340133;12
2072;470419;23
2072;683409;0
2072;625683;19
2072;320123;53
2072;468672;22
2072;605775;22
2072;342784;8
2072;468699;24
2072;177262;16
2072;511451;41
2072;242198;38
2072;192221;134
2072;625688;19
2072;340702;10
2072;145775;27
2072;676849;0
2072;625713;5
2072;499305;49
2072;322538;5
2072;607115;3
2072;655614;15
2072;511471;67
2072;477162;11
2072;219565;0
2072;652954;11
2072;638075;18
2072;605745;18
2072;465665;11
2072;474555;15
2072;678501;12
2072;625678;5
2072;192257;124
2072;308093;0
2072;604555;0
2072;499287;28
2072;470674;146
2072;478921;22
2072;520172;18
2072;683295;20
2072;625733;-2
2072;523792;23
2072;176563;14
2072;125881;16
2072;499296;43
2072;439908;11
2072;527223;53
2072;125205;17
2072;208481;32
2072;638085;22
2072;585277;12
2072;652924;16
2072;470410;1
2072;610075;0
2072;263411;0
2072;485460;0
2072;518009;16
2072;680699;22
2072;447345;0
2072;465559;4
2072;660729;0
2072;625718;9
2072;511397;106
2072;686689;0
2072;499269;38
2072;292796;20
2072;511480;30
2072;468708;16
2072;335918;41
2072;130295;20
2072;610065;1
2072;623315;36
2072;623320;20
2072;653129;16
2072;281429;75
2072;668551;18
2072;478935;0
2072;515951;28
2072;321425;25
2072;188837;0
2072;511436;89
2072;621660;9
2072;418224;0
2072;460022;9
2072;510514;25
2072;679255;2
2072;623305;61
2072;468793;16
2072;705569;18
2072;241286;12
2072;264345;158
2072;580975;5
2072;125677;30
2072;669049;11
2072;639603;0
2072;520163;20
2072;524633;35
2072;468654;31
2072;605755;15
2072;448626;6
2072;668417;12
2072;637251;29
2072;511421;129
2072;459078;32
2072;296251;76
2072;607005;6
2072;705539;1
2072;470237;27
2072;125791;22
2072;478400;34
2072;679235;2
2072;673128;3
2072;499260;51
2072;468690;17
2072;447363;38
2072;478391;43
2072;216918;11
2072;652894;6
2072;447336;44
2072;112993;32
2072;485779;0
2072;210057;18
2072;447327;38
2072;674915;-94
2072;253623;131
2072;422620;5
2072;653159;18
2072;441238;24
2072;411219;22
2072;459192;20
2072;652944;12
2072;653149;14
2072;487318;0
2072;462826;36
2072;459171;36
2072;402410;17
2072;317502;10
2072;283096;15
2072;322502;23
2072;683305;1
2072;411226;26
2072;335485;152
2072;516854;22
2072;98736;123
2072;625693;7
2072;623295;20
2072;668427;0
2072;650781;1
2072;450098;6
2072;672477;0
2072;468717;24
2072;240158;19
2072;253270;28
2072;703309;11
2072;264336;151
2072;335927;9
2072;167203;97
2072;401524;12
2072;653139;15
2072;705519;10
2072;678495;12
2072;679181;15
2072;517820;23
2072;653119;22
2072;582585;21
2072;118468;3
2072;625738;18
2072;125809;28
2072;125872;26
2072;240805;5
2072;321416;39
2072;642350;-3
2072;118705;6
2072;642355;0
3048;524633;20
3048;125809;15
3048;281429;32
3048;112993;2
3048;192239;4
3048;605765;6
3048;411219;6
3048;478391;26
3048;683409;0
3048;625678;0
3048;652934;4
3048;468672;9
3048;686689;0
3048;515951;9
3048;669049;-3
3048;240805;5
3048;499296;12
3048;188837;0
3048;625733;1
3048;468699;3
3048;465665;8
3048;623295;6
3048;125791;9
3048;450098;2
3048;308093;0
3048;468690;12
3048;652944;12
3048;660729;0
3048;679255;0
3048;342975;14
3048;335927;13
3048;625738;-4
3048;520172;7
3048;470674;71
3048;470237;7
3048;683863;6
3048;478921;10
3048;499305;4
3048;208481;6
3048;705539;2
3048;118705;4
3048;322538;11
3048;320123;22
3048;335485;22
3048;520163;6
3048;679235;0
3048;610075;0
3048;511451;9
3048;242198;10
3048;298979;6
3048;653149;10
3048;652894;6
3048;219565;0
3048;340702;9
3048;523792;5
3048;639603;0
3048;241286;6
3048;132653;17
3048;470410;0
3048;703309;6
3048;625688;0
3048;192221;21
3048;98736;0
3048;177262;2
3048;517820;0
3048;167203;3
3048;447327;21
3048;447336;6
3048;465559;2
3048;625718;3
3048;623315;-28
3048;418224;4
3048;560269;14
3048;459078;7
3048;468717;7
3048;411226;15
3048;322502;11
3048;210057;9
3048;652924;3
3048;653159;8
3048;511471;10
3048;582585;0
3048;605755;9
3048;478400;19
3048;402410;4
3048;653169;18
3048;485779;4
3048;192257;13
3048;650781;0
3048;511436;0
3048;439908;3
3048;580975;11
3048;683295;6
3048;283096;4
3048;253623;5
3048;415746;11
3048;674925;0
3048;673158;0
3048;499287;0
3048;511480;6
3048;499000;23
3048;668417;7
3048;441238;7
3048;625693;-9
3048;604545;5
3048;511397;0
3048;238847;10
3048;130295;76
3048;605775;7
3048;625683;-5
3048;292796;8
3048;516854;14
3048;468793;1
3048;125205;7
3048;510514;1
3048;499269;6
3048;125881;4
3048;668427;7
3048;637251;-16
3048;422620;0
3048;145775;7
3048;118468;8
3048;683853;8
3048;668447;11
3048;447345;0
3048;317502;0
3048;216918;4
3048;527223;7
3048;263411;3
3048;487318;0
3048;499260;9
3048;625698;-2
3048;676849;0
3048;125872;3
3048;448626;6
3048;610065;0
3048;470419;18
3048;511421;0
3048;321416;8
3048;653129;4
3048;607005;7
3048;468708;9
3048;296251;89
3048;642355;0
3048;623320;-31
3048;459171;9
3048;264345;30
3048;623305;-6
3048;468654;9
3048;418342;0
3048;340133;8
3048;401524;9
3048;478935;11
3048;638085;3
3048;462826;11
3048;447363;5
3048;474555;6
3048;335918;7
3048;477162;4
3048;638075;5
3048;655614;5
3048;459192;7
3048;607115;0
3048;621660;10
3048;449881;10
3048;485460;13
3048;672477;27
3048;673128;7
3048;125932;19
3048;176563;10
3048;625713;-3
3048;253270;1
3048;418197;9
3048;321425;9
3048;342784;5
3048;683305;0
3048;264336;4
3048;668551;7
3048;679181;3
3048;125677;3
3048;652954;5
3048;703289;3
3048;239007;9
3048;240158;8
3048;625708;-4
3048;460022;6
3048;705519;0
3048;666629;7
3048;518009;3
3048;653139;8
3048;653119;11
3048;605745;0
1197;240158;14
1197;605775;10
1197;673138;0
1197;655614;17
1197;518009;4
1197;130295;90
1197;239007;31
1197;604555;1
1197;679255;0
1197;585277;1
1197;145775;49
1197;478921;26
1197;418342;0
1197;118705;5
1197;167203;11
1197;188837;0
1197;683409;9
1197;605755;13
1197;653159;2
1197;125881;10
1197;177262;9
1197;470419;4
1197;623315;107
1197;516854;44
1197;415746;11
1197;705569;15
1197;340133;14
1197;441238;13
1197;468717;12
1197;264336;135
1197;499269;75
1197;499000;15
1197;511451;48
1197;132653;64
1197;468793;10
1197;308093;0
1197;523792;22
1197;447336;10
1197;478400;24
1197;176563;5
1197;674925;0
1197;520172;48
1197;462826;40
1197;679235;0
1197;322502;13
1197;683863;0
1197;666629;9
1197;263411;8
1197;450098;3
1197;439908;7
1197;515951;2
1197;459192;11
1197;320123;43
1197;511397;78
1197;208481;26
1197;511471;224
1197;125932;11
1197;253270;34
1197;125205;27
1197;653129;6
1197;652924;6
1197;478935;18
1197;605745;18
1197;240805;2
1197;652934;2
1197;216918;5
1197;499287;21
1197;125809;46
1197;447363;16
1197;625708;13
1197;625733;16
1197;653139;14
1197;283096;8
1197;340702;7
1197;639603;6
1197;623305;98
1197;219565;0
1197;683295;5
1197;459171;10
1197;705539;10
1197;653119;19
1197;610065;0
1197;673128;11
1197;470237;30
1197;623295;27
1197;342784;8
1197;402410;11
1197;604545;8
1197;653169;0
1197;460022;7
1197;418197;31
1197;449881;95
1197;125872;7
1197;650781;0
1197;125791;23
1197;652954;4
1197;703289;5
1197;296251;71
1197;642350;5
1197;335485;20
1197;668417;9
1197;652944;20
1197;625698;7
1197;321416;26
1197;470674;55
1197;478391;23
1197;281429;48
1197;411219;3
1197;625683;5
1197;668551;15
1197;321425;21
1197;625678;8
1197;625693;79
1197;210057;40
1197;511436;86
1197;477162;11
1197;680699;3
1197;401524;20
1197;499296;40
1197;510514;7
1197;660729;0
1197;485779;10
1197;642355;1
1197;705519;18
1197;623320;135
1197;703309;6
1197;418224;24
1197;610075;0
1197;653149;4
1197;621660;3
1197;448626;4
1197;422620;6
1197;582585;3
1197;511421;126
1197;192257;3
1197;322538;18
1197;253623;35
1197;625713;14
1197;447345;11
1197;241286;9
1197;468672;26
1197;335918;12
1197;499260;42
1197;465559;1
1197;625718;23
1197;520163;8
1197;468708;13
1197;673158;47
1197;264345;154
1197;335927;22
1197;679181;6
1197;499305;36
1197;192239;5
1197;468654;6
1197;638075;55
1197;192221;12
1197;468690;9
1197;638085;26
1197;125677;27
1197;238847;9
1197;669049;6
1197;686689;0
1197;668427;9
1197;298979;46
1197;459078;41
1197;625688;75
1197;524633;21
1197;605765;6
1197;468699;11
1197;447327;14
1197;242198;0
1197;652894;2
1197;683305;7
1197;517820;15
1197;527223;9
1197;474555;3
1197;317502;0
1197;112993;3
1197;672477;26
1197;580975;2
1197;487318;0
1197;98736;99
1197;118468;4
1197;511480;17
1197;625738;33
1197;637251;56
1197;668447;1
1197;342975;6
1197;683853;0
1197;470410;20
1197;676849;0
1197;465665;4
1628;623305;69
1628;499260;17
1628;468672;14
1628;322502;16
1628;511397;52
1628;653169;14
1628;478921;22
1628;511436;61
1628;322538;26
1628;610075;0
1628;683853;0
1628;625678;10
1628;418197;17
1628;125809;12
1628;666629;0
1628;335918;14
1628;422620;18
1628;460022;7
1628;653149;7
1628;499296;16
1628;320123;23
1628;411219;17
1628;623295;87
1628;679235;0
1628;679181;0
1628;683295;20
1628;680699;10
1628;296251;27
1628;188837;0
1628;418224;17
1628;625718;3
1628;130295;19
1628;321416;12
1628;263411;13
1628;673128;44
1628;439908;7
1628;652934;9
1628;520172;8
1628;686689;0
1628;411226;30
1628;118468;12
1628;705539;10
1628;470237;14
1628;125791;11
1628;478400;16
1628;515951;18
1628;510514;7
1628;470674;90
1628;192239;27
1628;652944;7
1628;317502;14
1628;283096;5
1628;485779;2
1628;653159;17
1628;125872;14
1628;478935;36
1628;605755;26
1628;238847;20
1628;465665;6
1628;216918;8
1628;418342;0
1628;604555;0
1628;653139;7
1628;468654;8
1628;655614;16
1628;242198;49
1628;292796;10
1628;580975;11
1628;652894;12
1628;447336;37
1628;240805;12
1628;642355;0
1628;125205;7
1628;511480;22
1628;321425;15
1628;527223;16
1628;511451;18
1628;468793;10
1628;342784;19
1628;625688;20
1628;477162;12
1628;607115;0
1628;474555;12
1628;447363;10
1628;638085;25
1628;335927;12
1628;340702;14
1628;335485;82
1628;511421;109
1628;639603;0
1628;465559;7
1628;441238;11
1628;653129;8
1628;683863;0
1628;281429;40
1628;637251;122
1628;239007;26
1628;499287;15
1628;668447;11
1628;499305;28
1628;264345;74
1628;625733;1
1628;625713;15
1628;524633;28
1628;683409;0
1628;112993;8
1628;468699;9
1628;523792;21
1628;623315;110
1628;610065;-1
1628;653119;6
1628;415746;10
1628;448626;9
1628;607005;0
1628;676849;0
1628;253270;17
1628;177262;5
1628;447345;1
1628;340133;31
1628;605745;12
1628;621660;6
1628;145775;29
1628;560269;13
1628;520163;12
1628;668551;10
1628;241286;11
1628;401524;14
1628;462826;14
1628;499000;38
1628;660729;1
1628;668417;16
1628;342975;6
1628;703309;3
1628;98736;25
1628;468717;10
1628;511471;67
1628;516854;11
1628;240158;16
1628;219565;0
1628;125677;25
1628;478391;24
1628;470419;21
1628;668427;17
1628;167203;7
1628;459171;12
1628;625738;7
1628;625698;11
1628;604545;0
1628;468690;8
1628;192221;68
1628;674915;6
1628;518009;9
1628;402410;12
1628;674925;5
1628;705519;14
1628;253623;33
1628;459078;15
1628;669049;2
1628;625693;18
1628;470410;0
1628;447327;30
1628;208481;14
1628;679255;0
1628;678495;0
1628;582585;19
1628;125932;54
1628;125881;12
1628;298979;23
1628;308093;0
1628;652954;8
1628;132653;25
1628;192257;77
1628;605775;2
1628;678501;0
1628;450098;7
1628;459192;22
1628;625708;7
1628;485460;22
1628;468708;10
1628;652924;9
1628;210057;19
1628;625683;9
1628;605765;22
1628;638075;21
1628;176563;16
1628;118705;6
1628;264336;71
1628;499269;15
1628;623320;96
1628;449881;35
1628;683305;8
1628;705569;0
1628;517820;12
1628;487318;0
1628;672477;20
1628;650781;0
1956;527223;10
1956;242198;71
1956;459192;9
1956;474555;8
1956;335927;8
1956;125932;62
1956;610075;0
1956;560269;12
1956;447327;51
1956;450098;1
1956;441238;15
1956;281429;1
1956;477162;12
1956;192257;60
1956;652894;7
1956;520163;9
1956;321416;21
1956;283096;2
1956;478400;3
1956;240158;4
1956;668417;4
1956;112993;1
1956;523792;23
1956;321425;22
1956;673128;16
1956;296251;13
1956;340702;4
1956;604545;0
1956;653119;4
1956;652924;0
1956;422620;9
1956;625678;7
1956;669049;9
1956;499287;8
1956;320123;15
1956;145775;4
1956;411226;0
1956;264345;47
1956;335485;35
1956;418224;7
1956;125872;0
1956;468699;10
1956;499269;7
1956;676849;0
1956;605765;0
1956;264336;32
1956;239007;4
1956;499000;41
1956;292796;13
1956;470237;29
1956;673158;14
1956;674915;12
1956;216918;4
1956;167203;-1
1956;652944;1
1956;653139;6
1956;607115;0
1956;132653;27
1956;263411;7
1956;298979;-2
1956;511421;26
1956;219565;0
1956;623320;105
1956;660729;9
1956;652954;0
1956;208481;16
1956;470410;1
1956;485460;27
1956;130295;17
1956;683409;1
1956;188837;0
1956;511397;-22
1956;680699;12
1956;478391;15
1956;703289;13
1956;520172;7
1956;623295;123
1956;653129;10
1956;625738;14
1956;515951;-1
1956;637251;77
1956;308093;0
1956;652934;5
1956;638075;71
1956;585277;8
1956;679235;0
1956;668551;3
1956;650781;0
1956;625733;1
1956;517820;13
1956;623315;88
1956;703309;2
1956;511451;3
1956;192221;0
1956;342975;22
1956;605775;27
1956;192239;43
1956;118468;7
1956;470674;109
1956;686689;0
1956;679181;5
1956;176563;3
1956;418342;0
1956;401524;9
1956;642355;0
1956;447336;47
1956;465665;9
1956;317502;16
1956;177262;0
1956;610065;3
1956;638085;59
1956;418197;9
1956;465559;6
1956;238847;12
1956;499296;4
1956;462826;0
1956;605745;1
1956;478935;16
1956;623305;78
1956;511480;15
1956;459171;16
1956;459078;26
1956;340133;21
1956;468793;0
1956;342784;16
1956;625688;46
1956;607005;0
1956;98736;16
1956;524633;3
1956;487318;0
1956;510514;3
1956;322538;5
1956;478921;12
1956;511436;2
1956;625698;1
1956;653159;-3
1956;322502;18
1956;625683;10
1956;125809;-3
1956;674925;8
1956;125791;4
1956;449881;8
1956;125205;42
1956;499260;10
1956;253270;5
1956;582585;12
1956;639603;0
1956;241286;7
1956;468654;-3
1956;335918;4
1956;485779;11
1956;705569;7
1956;580975;17
1956;470419;102
1956;468717;13
1956;125677;10
1956;511471;42
1956;653149;3
1956;468672;1
1956;448626;10
1956;240805;3
1956;605755;3
1956;210057;10
1956;415746;10
1956;447363;9
1956;402410;6
1956;625718;13
1956;625708;8
1956;499305;11
1956;625693;10
1956;642350;7
1956;253623;37
1956;468708;0
1956;683305;3
1956;468690;6
1956;411219;15
1956;679255;0
1956;516854;7
1956;447345;18
1956;460022;8
1956;125881;12
1956;621660;22
1956;118705;5
1956;625713;6
1956;705519;10
2450;478391;24
2450;638085;6
2450;447327;44
2450;125932;21
2450;625678;21
2450;625698;17
2450;672477;0
2450;652894;7
2450;623295;31
2450;335927;3
2450;216918;7
2450;610075;5
2450;653119;10
2450;177262;13
2450;674915;119
2450;510514;18
2450;468717;5
2450;516854;6
2450;418224;25
2450;125881;0
2450;623305;37
2450;468672;4
2450;450098;6
2450;470410;0
2450;668427;25
2450;487318;2
2450;474555;3
2450;468699;5
2450;478400;18
2450;625693;6
2450;125677;7
2450;239007;0
2450;125791;3
2450;320123;11
2450;703289;-1
2450;342784;12
2450;340133;3
2450;527223;12
2450;523792;30
2450;607005;4
2450;118468;9
2450;459078;10
2450;470419;28
2450;560269;14
2450;264345;44
2450;112993;9
2450;515951;8
2450;668417;18
2450;308093;0
2450;118705;1
2450;639603;0
2450;625688;34
2450;499000;0
2450;511421;8
2450;511480;10
2450;340702;12
2450;240805;8
2450;511451;9
2450;98736;44
2450;402410;9
2450;253270;4
2450;125809;7
2450;460022;6
2450;418342;0
2450;439908;2
2450;668551;5
2450;130295;15
2450;335485;50
2450;188837;0
2450;322502;17
2450;637251;23
2450;660729;105
2450;653159;4
2450;652934;7
2450;447336;34
2450;674925;10
2450;625683;18
2450;524633;15
2450;401524;6
2450;465559;1
2450;240158;-7
2450;679181;9
2450;650781;9
2450;478935;22
2450;625733;3
2450;321425;11
2450;605745;32
2450;666629;14
2450;241286;8
2450;517820;5
2450;499287;10
2450;470237;16
2450;296251;30
2450;411219;28
2450;283096;5
2450;652954;3
2450;132653;19
2450;447345;-2
2450;422620;11
2450;468654;17
2450;642350;6
2450;653149;0
2450;653129;10
2450;208481;21
2450;605755;22
2450;263411;6
2450;683409;0
2450;625708;15
2450;585277;4
2450;415746;6
2450;686689;0
2450;605765;26
2450;462826;0
2450;673128;0
2450;652944;2
2450;418197;16
2450;441238;10
2450;605775;17
2450;335918;9
2450;321416;3
2450;298979;25
2450;459192;6
2450;192239;5
2450;125872;10
2450;253623;12
2450;192257;31
2450;485460;5
2450;145775;7
2450;499269;23
2450;167203;6
2450;342975;6
2450;192221;25
2450;449881;23
2450;511471;46
2450;518009;6
2450;511397;18
2450;621660;8
2450;582585;1
2450;125205;4
2450;176563;3
2450;580975;12
2450;655614;5
2450;623315;20
2450;520172;5
2450;447363;5
2450;478921;9
2450;459171;19
2450;338516;15
2450;219565;0
2450;470674;48
2450;210057;4
2450;625718;23
2450;264336;40
2450;499296;26
2450;669049;25
2450;625713;-14
2450;499260;36
2450;638075;14
2450;322538;23
2450;511436;38
2450;465665;5
2450;499305;24
2450;468793;12
2450;281429;20
2450;242198;12
2450;607115;6
2450;468690;4
2450;477162;9
2450;468708;6
2450;642355;-7
2450;610065;1
2450;652924;6
2450;623320;68
2450;653139;3
2450;678495;8
2450;238847;3
2450;625738;11
2450;678501;9
2450;317502;24
2450;520163;9
2459;607115;3
2459;478391;18
2459;625698;12
2459;678501;3
2459;478400;20
2459;411219;12
2459;621660;23
2459;642350;26
2459;625683;23
2459;465559;4
2459;683853;0
2459;652924;6
2459;524633;16
2459;610065;0
2459;468672;9
2459;125205;4
2459;342784;2
2459;703289;12
2459;460022;6
2459;638075;8
2459;625688;20
2459;192257;7
2459;240805;23
2459;674925;6
2459;477162;3
2459;674915;12
2459;112993;5
2459;623305;46
2459;415746;4
2459;680699;9
2459;652954;4
2459;118705;5
2459;125881;12
2459;623315;59
2459;660729;0
2459;703309;6
2459;321425;26
2459;459078;8
2459;264345;45
2459;468717;9
2459;478935;9
2459;219565;0
2459;468708;8
2459;125809;4
2459;625713;10
2459;132653;24
2459;422620;7
2459;283096;10
2459;683409;0
2459;679255;0
2459;264336;35
2459;666629;6
2459;580975;6
2459;625678;7
2459;516854;11
2459;607005;10
2459;459192;20
2459;465665;3
2459;625693;7
2459;478921;16
2459;263411;0
2459;125932;12
2459;499287;10
2459;474555;5
2459;439908;5
2459;176563;4
2459;340702;14
2459;650781;0
2459;510514;14
2459;242198;20
2459;447363;0
2459;511421;66
2459;705539;11
2459;98736;34
2459;253270;0
2459;511397;34
2459;625708;6
2459;418342;0
2459;678495;7
2459;511436;31
2459;335485;23
2459;625718;10
2459;625738;14
2459;130295;20
2459;520163;2
2459;652894;5
2459;686689;0
2459;462826;18
2459;447336;29
2459;523792;13
2459;418224;10
2459;253623;4
2459;192239;12
2459;296251;13
2459;623320;23
2459;499296;7
2459;672477;0
2459;321416;17
2459;125872;5
2459;441238;18
2459;605755;12
2459;676849;0
2459;338516;18
2459;560269;20
2459;192221;11
2459;459171;28
2459;679181;11
2459;239007;15
2459;317502;11
2459;240158;5
2459;499260;11
2459;401524;10
2459;485460;0
2459;683305;6
2459;470674;32
2459;241286;3
2459;652944;7
2459;705519;14
2459;517820;12
2459;499269;11
2459;238847;9
2459;468690;8
2459;208481;23
2459;605765;7
2459;470419;17
2459;653149;8
2459;402410;8
2459;468793;8
2459;418197;4
2459;468654;29
2459;485779;0
2459;125791;6
2459;499305;25
2459;322538;9
2459;683295;0
2459;281429;42
2459;679235;0
2459;411226;34
2459;335918;24
2459;177262;4
2459;308093;0
2459;673128;0
2459;511451;13
2459;511471;63
2459;468699;13
2459;340133;28
2459;449881;46
2459;448626;11
2459;216918;8
2459;210057;15
2459;652934;6
2459;470237;5
2459;527223;18
2459;638085;15
2459;653119;0
2459;653129;12
2459;322502;0
2459;639603;0
2459;118468;1
2459;511480;19
2459;447327;15
2459;668427;10
2459;610075;0
2459;335927;2
2459;520172;4
2459;125677;9
2459;668551;3
1154;520163;19
1154;242198;41
1154;125932;21
1154;447363;11
1154;468690;8
1154;511397;122
1154;585277;16
1154;459078;12
1154;216918;0
1154;518009;3
1154;705519;21
1154;335918;17
1154;439908;7
1154;676849;0
1154;308093;0
1154;422620;1
1154;210057;13
1154;705569;8
1154;335927;71
1154;298979;58
1154;192257;31
1154;263411;26
1154;668427;23
1154;468793;1
1154;516854;28
1154;335485;47
1154;686689;7
1154;621660;20
1154;253623;21
1154;470674;3
1154;580975;38
1154;623320;2
1154;342975;17
1154;652954;5
1154;468699;11
1154;623295;19
1154;447345;20
1154;465665;2
1154;132653;141
1154;511471;508
1154;703309;9
1154;418197;86
1154;112993;9
1154;511480;30
1154;145775;46
1154;487318;0
1154;604545;0
1154;322502;12
1154;192239;30
1154;340133;12
1154;652934;5
1154;655614;13
1154;605775;42
1154;418342;0
1154;673158;82
1154;666629;11
1154;683295;24
1154;668417;7
1154;652894;10
1188;605765;23
1188;478400;13
1188;625708;2
1188;605745;14
1188;523792;14
1188;459171;16
1188;460022;0
1188;263411;6
1188;470674;57
1188;652944;7
1188;485460;5
1188;321416;11
1188;623295;1
1188;192257;17
1188;335485;25
1188;520172;6
1188;680699;0
1188;219565;0
1188;308093;0
1188;468793;10
1188;625698;4
1188;653129;9
1188;447336;25
1188;499269;11
1188;683409;2
1188;470237;9
1188;462826;14
1188;145775;10
1188;283096;5
1188;582585;8
1188;441238;4
1188;418342;0
1188;683305;1
1188;669049;6
1188;132653;26
1188;623305;26
1188;652894;6
1188;239007;18
1188;673128;16
1188;499000;15
1188;322502;8
1188;321425;12
1188;511397;28
1188;264336;65
1188;253623;21
1188;468717;10
1188;459078;8
1188;527223;18
1188;686689;3
1188;478921;15
1188;515951;11
1188;666629;10
1188;474555;0
1188;580975;9
1188;340702;7
1188;208481;19
1188;340133;9
1188;511451;6
1188;447363;1
1188;642355;14
1188;623320;9
1188;465559;3
1188;415746;2
1188;639603;-2
1188;470410;3
1188;478935;0
1188;625733;7
1188;253270;3
1188;447327;40
1188;449881;20
1188;468699;12
1188;499296;14
1188;683295;14
1188;516854;16
1188;511436;35
1188;585277;21
1188;655614;8
1188;674915;14
1188;621660;0
1188;485779;14
1188;240158;7
1188;238847;5
1188;625738;12
1188;459192;7
1188;411226;19
1188;499305;31
1188;130295;18
1188;653149;6
1188;470419;26
1188;448626;9
1188;125677;15
1188;623315;36
1188;705519;0
1188;668417;9
1188;652954;6
1188;192239;18
1188;679255;0
1188;176563;0
1188;638085;138
1188;335918;2
1188;401524;6
1188;335927;13
1188;520163;10
1188;298979;18
1188;673158;7
1188;468654;11
1188;499260;37
1188;625718;5
1188;188837;0
1188;672477;20
1188;112993;8
1188;637251;48
1188;625713;4
1188;653139;5
1188;499287;9
1188;625688;1
1188;447345;5
1188;322538;15
1188;125872;2
1188;653119;10
1188;668427;10
1188;610065;0
1188;125809;8
1188;653159;14
1188;342784;15
1188;418197;22
1188;281429;27
1188;660729;3
1188;524633;13
1188;468672;10
1188;652924;8
1188;240805;11
1188;511471;35
1188;478391;18
1188;296251;16
1188;642350;0
1188;418224;6
1188;679181;9
1188;242198;22
1188;125932;27
1188;98736;55
1188;320123;16
1188;477162;6
1188;625678;10
1188;625683;8
1188;125881;3
1188;605775;11
1188;511480;10
1188;125791;0
1188;511421;36
1188;264345;43
1188;638075;72
1188;125205;6
1188;625693;1
1188;650781;0
1188;468708;3
1188;192221;28
1188;653169;11
1188;468690;8
1188;167203;1
1191;511421;75
1191;625688;28
1191;415746;9
1191;703289;5
1191;705569;6
1191;448626;8
1191;683863;0
1191;296251;25
1191;342784;16
1191;499260;31
1191;653139;3
1191;625678;6
1191;240805;4
1191;520163;5
1191;679255;0
1191;465559;3
1191;340702;13
1191;320123;26
1191;516854;30
1191;524633;19
1191;474555;8
1191;298979;44
1191;625718;5
